Condition	Block	TrialInBlock	Target	Competitor_1	Competitor_2	Competitor_chosen	RTinSec	Session_number	
CY	27	42	3	3	6	1	0.973	4	
CY	27	43	3	4	5	1	1.072	4	
CY	27	44	3	4	6	1	1.085	4	
CY	27	45	3	5	6	1	1.533	4	
CY	27	46	4	1	2	2	1.093	4	
CY	27	47	4	1	3	2	0.767	4	
CY	27	48	4	1	4	2	0.809	4	
CY	27	49	4	1	5	2	1.549	4	
CY	27	50	4	1	6	1	2.630	4	
CY	27	51	4	2	3	2	1.458	4	
CY	27	52	4	2	4	2	1.274	4	
CY	27	53	4	2	5	1	1.058	4	
CY	27	54	4	2	6	1	1.392	4	
CY	27	55	4	3	4	1	1.333	4	
CY	27	56	4	3	5	1	1.089	4	
CY	27	57	4	3	6	1	0.652	4	
CY	27	58	4	4	5	1	0.859	4	
CY	27	59	4	4	6	1	1.109	4	
CY	27	60	4	5	6	1	1.853	4	
CB	27	61	1	1	2	2	1.173	4	
CB	27	62	1	1	3	2	1.302	4	
CB	27	63	1	1	4	2	0.860	4	
CB	27	64	1	1	5	2	2.149	4	
CB	27	65	1	1	6	2	1.113	4	
CB	27	66	1	2	3	2	1.848	4	
CB	27	67	1	2	4	1	1.145	4	
CB	27	68	1	2	5	1	0.720	4	
CB	27	69	1	2	6	1	0.958	4	
CB	27	70	1	3	4	2	1.573	4	
CB	27	71	1	3	5	1	1.197	4	
CB	27	72	1	3	6	1	0.722	4	
CB	27	73	1	4	5	1	1.846	4	
CB	27	74	1	4	6	1	1.452	4	
CB	27	75	1	5	6	2	1.540	4	
CB	27	76	2	1	2	2	0.941	4	
CB	27	77	2	1	3	2	0.944	4	
CB	27	78	2	1	4	2	1.309	4	
CB	27	79	2	1	5	1	2.060	4	
CB	27	80	2	1	6	1	0.851	4	
CB	27	81	2	2	3	1	1.598	4	
CB	27	82	2	2	4	1	0.815	4	
CB	27	83	2	2	5	1	0.772	4	
CB	27	84	2	2	6	1	1.145	4	
CB	27	85	2	3	4	1	1.424	4	
CB	27	86	2	3	5	1	0.935	4	
CB	27	87	2	3	6	1	1.082	4	
CB	27	88	2	4	5	1	0.992	4	
CB	27	89	2	4	6	1	0.998	4	
CB	27	90	2	5	6	1	1.942	4	
CB	27	91	3	1	2	1	2.682	4	
CB	27	92	3	1	3	2	1.002	4	
CB	27	93	3	1	4	2	2.133	4	
CB	27	94	3	1	5	1	1.014	4	
CB	27	95	3	1	6	2	0.965	4	
CB	27	96	3	2	3	2	1.230	4	
CB	27	97	3	2	4	1	2.017	4	
CB	27	98	3	2	5	2	0.927	4	
CB	27	99	3	2	6	1	0.853	4	
CB	27	100	3	3	4	1	1.003	4	
CB	27	101	3	3	5	1	0.997	4	
CB	27	102	3	3	6	1	1.286	4	
CB	27	103	3	4	5	1	0.925	4	
CB	27	104	3	4	6	1	1.757	4	
CB	27	105	3	5	6	2	2.033	4	
CB	27	106	4	1	2	2	1.487	4	
CB	27	107	4	1	3	2	1.130	4	
CB	27	108	4	1	4	1	2.413	4	
CB	27	109	4	1	5	2	1.740	4	
CB	27	110	4	1	6	1	1.238	4	
CB	27	111	4	2	3	1	1.253	4	
CB	27	112	4	2	4	1	1.109	4	
CB	27	113	4	2	5	1	0.802	4	
CB	27	114	4	2	6	1	0.795	4	
CB	27	115	4	3	4	1	1.386	4	
CB	27	116	4	3	5	1	0.976	4	
CB	27	117	4	3	6	1	1.104	4	
CB	27	118	4	4	5	1	1.233	4	
CB	27	119	4	4	6	1	0.892	4	
CB	27	120	4	5	6	1	1.656	4	
CY	28	1	1	1	2	2	1.387	4	
CY	28	2	1	1	3	2	1.133	4	
CY	28	3	1	1	4	2	1.021	4	
CY	28	4	1	1	5	1	1.105	4	
CY	28	5	1	1	6	1	1.825	4	
CY	28	6	1	2	3	1	1.364	4	
CY	28	7	1	2	4	2	2.075	4	
CY	28	8	1	2	5	1	0.682	4	
CY	28	9	1	2	6	1	0.571	4	
CY	28	10	1	3	4	1	2.232	4	
CY	28	11	1	3	5	1	2.276	4	
CY	28	12	1	3	6	1	0.859	4	
CY	28	13	1	4	5	2	1.247	4	
CY	28	14	1	4	6	1	0.841	4	
CY	28	15	1	5	6	1	1.171	4	
CY	28	16	2	1	2	1	1.150	4	
CY	28	17	2	1	3	2	1.076	4	
CY	28	18	2	1	4	2	1.587	4	
CY	28	19	2	1	5	1	1.307	4	
CY	28	20	2	1	6	1	0.826	4	
CY	28	21	2	2	3	1	1.409	4	
CY	28	22	2	2	4	2	0.815	4	
CY	28	23	2	2	5	2	1.201	4	
CY	28	24	2	2	6	1	2.007	4	
CY	28	25	2	3	4	2	0.941	4	
CY	28	26	2	3	5	1	1.877	4	
CY	28	27	2	3	6	1	0.942	4	
CY	28	28	2	4	5	1	1.626	4	
CY	28	29	2	4	6	1	1.252	4	
CY	28	30	2	5	6	1	1.564	4	
CY	28	31	3	1	2	2	1.377	4	
CY	28	32	3	1	3	2	0.831	4	
CY	28	33	3	1	4	2	1.652	4	
CY	28	34	3	1	5	1	1.317	4	
CY	28	35	3	1	6	1	1.160	4	
CY	28	36	3	2	3	1	2.063	4	
CY	28	37	3	2	4	1	0.985	4	
CY	28	38	3	2	5	1	1.298	4	
CY	28	39	3	2	6	1	1.745	4	
CY	28	40	3	3	4	1	1.765	4	
CY	28	41	3	3	5	1	1.438	4	
CY	28	42	3	3	6	1	0.732	4	
CY	28	43	3	4	5	1	1.249	4	
CY	28	44	3	4	6	1	1.020	4	
CY	28	45	3	5	6	1	0.749	4	
CY	28	46	4	1	2	2	2.033	4	
CY	28	47	4	1	3	1	0.698	4	
CY	28	48	4	1	4	1	0.775	4	
CY	28	49	4	1	5	2	1.084	4	
CY	28	50	4	1	6	1	1.162	4	
CY	28	51	4	2	3	2	0.855	4	
CY	28	52	4	2	4	2	1.204	4	
CY	28	53	4	2	5	1	2.887	4	
CY	28	54	4	2	6	1	1.122	4	
CY	28	55	4	3	4	2	1.242	4	
CY	28	56	4	3	5	1	1.605	4	
CY	28	57	4	3	6	1	0.988	4	
CY	28	58	4	4	5	1	0.859	4	
CY	28	59	4	4	6	1	0.949	4	
CY	28	60	4	5	6	1	1.027	4	
CB	28	61	1	1	2	2	1.272	4	
CB	28	62	1	1	3	2	1.031	4	
CB	28	63	1	1	4	2	1.067	4	
CB	28	64	1	1	5	2	1.123	4	
CB	28	65	1	1	6	2	1.718	4	
CB	28	66	1	2	3	2	1.547	4	
CB	28	67	1	2	4	2	0.981	4	
CB	28	68	1	2	5	2	0.795	4	
CB	28	69	1	2	6	1	0.638	4	
CB	28	70	1	3	4	1	0.678	4	
CB	28	71	1	3	5	1	1.100	4	
CB	28	72	1	3	6	1	0.627	4	
CB	28	73	1	4	5	2	1.740	4	
CB	28	74	1	4	6	1	1.329	4	
CB	28	75	1	5	6	1	1.148	4	
CB	28	76	2	1	2	2	1.388	4	
CB	28	77	2	1	3	2	0.864	4	
CB	28	78	2	1	4	2	0.922	4	
CB	28	79	2	1	5	2	1.937	4	
CB	28	80	2	1	6	1	1.259	4	
CB	28	81	2	2	3	2	1.110	4	
CB	28	82	2	2	4	1	1.484	4	
CB	28	83	2	2	5	1	0.804	4	
CB	28	84	2	2	6	1	1.228	4	
CB	28	85	2	3	4	1	0.961	4	
CB	28	86	2	3	5	1	1.179	4	
CB	28	87	2	3	6	1	1.147	4	
CB	28	88	2	4	5	1	1.135	4	
CB	28	89	2	4	6	1	0.912	4	
CB	28	90	2	5	6	1	1.551	4	
CB	28	91	3	1	2	2	1.275	4	
CB	28	92	3	1	3	1	0.802	4	
CB	28	93	3	1	4	1	0.985	4	
CB	28	94	3	1	5	1	2.427	4	
CB	28	95	3	1	6	1	0.954	4	
CB	28	96	3	2	3	2	3.047	4	
CB	28	97	3	2	4	2	2.401	4	
CB	28	98	3	2	5	1	1.060	4	
CB	28	99	3	2	6	1	1.451	4	
CB	28	100	3	3	4	1	3.195	4	
CB	28	101	3	3	5	1	1.387	4	
CB	28	102	3	3	6	1	1.109	4	
CB	28	103	3	4	5	1	1.261	4	
CB	28	104	3	4	6	1	0.963	4	
CB	28	105	3	5	6	1	1.290	4	
CB	28	106	4	1	2	2	1.428	4	
CB	28	107	4	1	3	2	1.007	4	
CB	28	108	4	1	4	2	1.186	4	
CB	28	109	4	1	5	1	1.961	4	
CB	28	110	4	1	6	1	1.118	4	
CB	28	111	4	2	3	2	1.396	4	
CB	28	112	4	2	4	1	1.178	4	
CB	28	113	4	2	5	1	1.057	4	
CB	28	114	4	2	6	1	2.323	4	
CB	28	115	4	3	4	2	0.981	4	
CB	28	116	4	3	5	2	1.347	4	
CB	28	117	4	3	6	1	1.142	4	
CB	28	118	4	4	5	1	1.309	4	
CB	28	119	4	4	6	1	1.321	4	
CB	28	120	4	5	6	1	1.228	4	
CY	29	1	1	1	2	2	1.264	4	
CY	29	2	1	1	3	2	1.152	4	
CY	29	3	1	1	4	2	0.857	4	
CY	29	4	1	1	5	1	1.136	4	
CY	29	5	1	1	6	1	0.937	4	
CY	29	6	1	2	3	2	2.154	4	
CY	29	7	1	2	4	2	0.997	4	
CY	29	8	1	2	5	1	0.970	4	
CY	29	9	1	2	6	1	0.914	4	
CY	29	10	1	3	4	1	1.102	4	
CY	29	11	1	3	5	1	1.161	4	
CY	29	12	1	3	6	1	0.835	4	
CY	29	13	1	4	5	1	1.150	4	
CY	29	14	1	4	6	1	0.876	4	
CY	29	15	1	5	6	1	0.993	4	
CY	29	16	2	1	2	1	2.018	4	
CY	29	17	2	1	3	2	1.381	4	
CY	29	18	2	1	4	1	1.300	4	
CY	29	19	2	1	5	2	1.179	4	
CY	29	20	2	1	6	1	1.323	4	
CY	29	21	2	2	3	1	1.520	4	
CY	29	22	2	2	4	2	1.325	4	
CY	29	23	2	2	5	2	2.019	4	
CY	29	24	2	2	6	1	0.967	4	
CY	29	25	2	3	4	1	1.299	4	
CY	29	26	2	3	5	1	0.886	4	
CY	29	27	2	3	6	1	0.788	4	
CY	29	28	2	4	5	1	1.210	4	
CY	29	29	2	4	6	1	1.220	4	
CY	29	30	2	5	6	1	0.967	4	
CY	29	31	3	1	2	2	1.036	4	
CY	29	32	3	1	3	1	1.041	4	
CY	29	33	3	1	4	1	2.009	4	
CY	29	34	3	1	5	1	1.131	4	
CY	29	35	3	1	6	1	1.201	4	
CY	29	36	3	2	3	1	1.191	4	
CY	29	37	3	2	4	1	1.292	4	
CY	29	38	3	2	5	1	0.805	4	
CY	29	39	3	2	6	1	1.248	4	
CY	29	40	3	3	4	1	2.018	4	
CY	29	41	3	3	5	1	0.811	4	
CY	29	42	3	3	6	1	1.203	4	
CY	29	43	3	4	5	1	1.169	4	
CY	29	44	3	4	6	1	1.146	4	
CY	29	45	3	5	6	1	1.315	4	
CY	29	46	4	1	2	2	1.256	4	
CY	29	47	4	1	3	2	0.994	4	
CY	29	48	4	1	4	2	0.950	4	
CY	29	49	4	1	5	1	0.869	4	
CY	29	50	4	1	6	1	2.215	4	
CY	29	51	4	2	3	2	1.427	4	
CY	29	52	4	2	4	2	1.060	4	
CY	29	53	4	2	5	1	0.780	4	
CY	29	54	4	2	6	1	1.001	4	
CY	29	55	4	3	4	2	1.244	4	
CY	29	56	4	3	5	1	1.130	4	
CY	29	57	4	3	6	1	0.851	4	
CY	29	58	4	4	5	1	1.741	4	
CY	29	59	4	4	6	1	0.731	4	
CY	29	60	4	5	6	1	1.175	4	
CB	29	61	1	1	2	2	1.425	4	
CB	29	62	1	1	3	1	1.073	4	
CB	29	63	1	1	4	1	0.804	4	
CB	29	64	1	1	5	1	0.967	4	
CB	29	65	1	1	6	1	0.901	4	
CB	29	66	1	2	3	1	1.594	4	
CB	29	67	1	2	4	1	1.307	4	
CB	29	68	1	2	5	1	0.817	4	
CB	29	69	1	2	6	1	1.440	4	
CB	29	70	1	3	4	1	1.088	4	
CB	29	71	1	3	5	1	0.956	4	
CB	29	72	1	3	6	1	0.825	4	
CB	29	73	1	4	5	1	1.201	4	
CB	29	74	1	4	6	1	1.492	4	
CB	29	75	1	5	6	1	1.099	4	
CB	29	76	2	1	2	2	1.179	4	
CB	29	77	2	1	3	2	1.790	4	
CB	29	78	2	1	4	2	1.474	4	
CB	29	79	2	1	5	2	0.947	4	
CB	29	80	2	1	6	1	0.835	4	
CB	29	81	2	2	3	2	1.589	4	
CB	29	82	2	2	4	1	1.194	4	
CB	29	83	2	2	5	1	2.035	4	
CB	29	84	2	2	6	1	3.946	4	
CB	29	85	2	3	4	1	1.413	4	
CB	29	86	2	3	5	1	1.066	4	
CB	29	87	2	3	6	1	0.776	4	
CB	29	88	2	4	5	1	1.858	4	
CB	29	89	2	4	6	1	1.215	4	
CB	29	90	2	5	6	1	1.733	4	
CB	29	91	3	1	2	2	1.305	4	
CB	29	92	3	1	3	2	1.177	4	
CB	29	93	3	1	4	1	1.302	4	
CB	29	94	3	1	5	1	1.359	4	
CB	29	95	3	1	6	2	0.984	4	
CB	29	96	3	2	3	2	0.776	4	
CB	29	97	3	2	4	1	1.441	4	
CB	29	98	3	2	5	1	1.640	4	
CB	29	99	3	2	6	1	0.836	4	
CB	29	100	3	3	4	2	1.228	4	
CB	29	101	3	3	5	2	0.787	4	
CB	29	102	3	3	6	1	1.252	4	
CB	29	103	3	4	5	1	1.159	4	
CB	29	104	3	4	6	1	0.790	4	
CB	29	105	3	5	6	2	0.811	4	
CB	29	106	4	1	2	2	1.378	4	
CB	29	107	4	1	3	2	1.330	4	
CB	29	108	4	1	4	2	0.880	4	
CB	29	109	4	1	5	1	0.913	4	
CB	29	110	4	1	6	1	1.154	4	
CB	29	111	4	2	3	1	1.571	4	
CB	29	112	4	2	4	1	1.546	4	
CB	29	113	4	2	5	1	1.095	4	
CB	29	114	4	2	6	1	0.890	4	
CB	29	115	4	3	4	1	0.979	4	
CB	29	116	4	3	5	1	1.137	4	
CB	29	117	4	3	6	1	0.900	4	
CB	29	118	4	4	5	1	1.859	4	
CB	29	119	4	4	6	1	1.181	4	
CB	29	120	4	5	6	1	0.867	4	
CY	30	1	1	1	2	2	1.515	4	
CY	30	2	1	1	3	2	1.218	4	
CY	30	3	1	1	4	2	0.872	4	
CY	30	4	1	1	5	1	1.126	4	
CY	30	5	1	1	6	1	0.930	4	
CY	30	6	1	2	3	2	1.492	4	
CY	30	7	1	2	4	1	1.116	4	
CY	30	8	1	2	5	1	0.774	4	
CY	30	9	1	2	6	1	0.935	4	
CY	30	10	1	3	4	1	0.806	4	
CY	30	11	1	3	5	1	0.697	4	
CY	30	12	1	3	6	1	0.903	4	
CY	30	13	1	4	5	1	1.473	4	
CY	30	14	1	4	6	1	0.929	4	
CY	30	15	1	5	6	1	1.548	4	
CY	30	16	2	1	2	2	0.990	4	
CY	30	17	2	1	3	2	1.184	4	
CY	30	18	2	1	4	2	1.559	4	
CY	30	19	2	1	5	1	2.447	4	
CY	30	20	2	1	6	2	2.523	4	
CY	30	21	2	2	3	1	1.012	4	
CY	30	22	2	2	4	2	1.044	4	
CY	30	23	2	2	5	1	1.751	4	
CY	30	24	2	2	6	1	0.842	4	
CY	30	25	2	3	4	1	0.900	4	
CY	30	26	2	3	5	1	1.462	4	
CY	30	27	2	3	6	1	2.054	4	
CY	30	28	2	4	5	1	1.102	4	
CY	30	29	2	4	6	1	1.188	4	
CY	30	30	2	5	6	1	1.362	4	
CY	30	31	3	1	2	2	1.491	4	
CY	30	32	3	1	3	1	0.971	4	
CY	30	33	3	1	4	2	1.644	4	
CY	30	34	3	1	5	1	0.930	4	
CY	30	35	3	1	6	1	1.761	4	
CY	30	36	3	2	3	1	1.723	4	
CY	30	37	3	2	4	1	0.691	4	
CY	30	38	3	2	5	1	0.900	4	
CY	30	39	3	2	6	1	0.914	4	
CY	30	40	3	3	4	1	1.793	4	
CY	30	41	3	3	5	1	1.100	4	
CY	30	42	3	3	6	1	0.964	4	
CY	30	43	3	4	5	1	1.299	4	
CY	30	44	3	4	6	1	1.256	4	
CY	30	45	3	5	6	1	1.195	4	
CY	30	46	4	1	2	1	1.028	4	
CY	30	47	4	1	3	2	1.473	4	
CY	30	48	4	1	4	2	1.333	4	
CY	30	49	4	1	5	2	1.073	4	
CY	30	50	4	1	6	1	1.000	4	
CY	30	51	4	2	3	2	1.596	4	
CY	30	52	4	2	4	1	1.182	4	
CY	30	53	4	2	5	1	0.847	4	
CY	30	54	4	2	6	1	1.187	4	
CY	30	55	4	3	4	1	1.570	4	
CY	30	56	4	3	5	1	1.217	4	
CY	30	57	4	3	6	1	0.897	4	
CY	30	58	4	4	5	1	1.362	4	
CY	30	59	4	4	6	1	0.943	4	
CY	30	60	4	5	6	1	1.201	4	
CB	30	61	1	1	2	2	1.067	4	
CB	30	62	1	1	3	2	1.365	4	
CB	30	63	1	1	4	2	1.173	4	
CB	30	64	1	1	5	2	0.877	4	
CB	30	65	1	1	6	1	0.817	4	
CB	30	66	1	2	3	1	1.065	4	
CB	30	67	1	2	4	1	2.596	4	
CB	30	68	1	2	5	2	1.127	4	
CB	30	69	1	2	6	1	1.442	4	
CB	30	70	1	3	4	2	1.266	4	
CB	30	71	1	3	5	1	1.629	4	
CB	30	72	1	3	6	1	0.872	4	
CB	30	73	1	4	5	2	1.608	4	
CB	30	74	1	4	6	1	1.611	4	
CB	30	75	1	5	6	1	1.145	4	
CB	30	76	2	1	2	2	1.559	4	
CB	30	77	2	1	3	2	0.969	4	
CB	30	78	2	1	4	2	1.035	4	
CB	30	79	2	1	5	1	1.724	4	
CB	30	80	2	1	6	1	0.914	4	
CB	30	81	2	2	3	2	1.372	4	
CB	30	82	2	2	4	1	1.137	4	
CB	30	83	2	2	5	1	0.845	4	
CB	30	84	2	2	6	1	1.768	4	
CB	30	85	2	3	4	1	1.372	4	
CB	30	86	2	3	5	1	1.015	4	
CB	30	87	2	3	6	1	1.129	4	
CB	30	88	2	4	5	1	1.299	4	
CB	30	89	2	4	6	1	0.811	4	
CB	30	90	2	5	6	1	1.266	4	
CB	30	91	3	1	2	2	1.163	4	
CB	30	92	3	1	3	2	1.236	4	
CB	30	93	3	1	4	2	1.548	4	
CB	30	94	3	1	5	2	2.178	4	
CB	30	95	3	1	6	2	1.834	4	
CB	30	96	3	2	3	2	0.890	4	
CB	30	97	3	2	4	1	1.417	4	
CB	30	98	3	2	5	1	0.751	4	
CB	30	99	3	2	6	1	0.895	4	
CB	30	100	3	3	4	1	0.882	4	
CB	30	101	3	3	5	1	0.964	4	
CB	30	102	3	3	6	1	0.809	4	
CB	30	103	3	4	5	1	1.282	4	
CB	30	104	3	4	6	1	1.298	4	
CB	30	105	3	5	6	2	0.862	4	
CB	30	106	4	1	2	2	1.978	4	
CB	30	107	4	1	3	2	1.174	4	
CB	30	108	4	1	4	1	0.890	4	
CB	30	109	4	1	5	1	1.463	4	
CB	30	110	4	1	6	1	0.912	4	
CB	30	111	4	2	3	1	0.833	4	
CB	30	112	4	2	4	2	1.841	4	
CB	30	113	4	2	5	1	1.659	4	
CB	30	114	4	2	6	1	1.118	4	
CB	30	115	4	3	4	2	2.266	4	
CB	30	116	4	3	5	1	1.235	4	
CB	30	117	4	3	6	1	0.930	4	
CB	30	118	4	4	5	1	1.093	4	
CB	30	119	4	4	6	1	1.103	4	
CB	30	120	4	5	6	1	1.364	4
