Condition	Block	TrialInBlock	Target	Competitor_1	Competitor_2	Competitor_chosen	RTinSec	Session_number	
CB	11	63	1	1	4	2	1.490	2	
CB	11	64	1	1	5	2	1.235	2	
CB	11	65	1	1	6	2	0.931	2	
CB	11	66	1	2	3	1	2.594	2	
CB	11	67	1	2	4	2	1.043	2	
CB	11	68	1	2	5	2	1.986	2	
CB	11	69	1	2	6	2	1.260	2	
CB	11	70	1	3	4	2	1.234	2	
CB	11	71	1	3	5	2	2.091	2	
CB	11	72	1	3	6	2	1.050	2	
CB	11	73	1	4	5	2	0.883	2	
CB	11	74	1	4	6	2	1.091	2	
CB	11	75	1	5	6	2	1.627	2	
CB	11	76	2	1	2	2	1.378	2	
CB	11	77	2	1	3	2	0.803	2	
CB	11	78	2	1	4	2	1.548	2	
CB	11	79	2	1	5	2	1.484	2	
CB	11	80	2	1	6	1	1.819	2	
CB	11	81	2	2	3	2	1.338	2	
CB	11	82	2	2	4	1	1.314	2	
CB	11	83	2	2	5	1	1.859	2	
CB	11	84	2	2	6	1	0.946	2	
CB	11	85	2	3	4	2	2.155	2	
CB	11	86	2	3	5	2	1.004	2	
CB	11	87	2	3	6	1	2.019	2	
CB	11	88	2	4	5	1	1.699	2	
CB	11	89	2	4	6	1	1.386	2	
CB	11	90	2	5	6	2	2.363	2	
CB	11	91	3	1	2	2	1.811	2	
CB	11	92	3	1	3	2	2.226	2	
CB	11	93	3	1	4	2	2.035	2	
CB	11	94	3	1	5	2	1.658	2	
CB	11	95	3	1	6	1	2.754	2	
CB	11	96	3	2	3	2	1.811	2	
CB	11	97	3	2	4	1	2.745	2	
CB	11	98	3	2	5	2	1.303	2	
CB	11	99	3	2	6	2	1.649	2	
CB	11	100	3	3	4	2	1.867	2	
CB	11	101	3	3	5	2	1.387	2	
CB	11	102	3	3	6	2	1.250	2	
CB	11	103	3	4	5	1	2.202	2	
CB	11	104	3	4	6	2	1.890	2	
CB	11	105	3	5	6	2	1.386	2	
CB	11	106	4	1	2	2	2.459	2	
CB	11	107	4	1	3	2	1.547	2	
CB	11	108	4	1	4	2	1.499	2	
CB	11	109	4	1	5	2	0.867	2	
CB	11	110	4	1	6	1	0.891	2	
CB	11	111	4	2	3	2	2.562	2	
CB	11	112	4	2	4	2	1.106	2	
CB	11	113	4	2	5	1	1.083	2	
CB	11	114	4	2	6	1	1.227	2	
CB	11	115	4	3	4	2	0.809	2	
CB	11	116	4	3	5	1	1.059	2	
CB	11	117	4	3	6	1	1.659	2	
CB	11	118	4	4	5	1	1.419	2	
CB	11	119	4	4	6	1	2.083	2	
CB	11	120	4	5	6	2	0.891	2	
CY	12	1	1	1	2	2	1.034	2	
CY	12	2	1	1	3	2	1.115	2	
CY	12	3	1	1	4	2	1.478	2	
CY	12	4	1	1	5	1	1.545	2	
CY	12	5	1	1	6	1	1.746	2	
CY	12	6	1	2	3	2	1.283	2	
CY	12	7	1	2	4	1	2.257	2	
CY	12	8	1	2	5	1	1.144	2	
CY	12	9	1	2	6	1	1.274	2	
CY	12	10	1	3	4	1	2.050	2	
CY	12	11	1	3	5	2	1.659	2	
CY	12	12	1	3	6	1	1.179	2	
CY	12	13	1	4	5	1	0.897	2	
CY	12	14	1	4	6	1	0.977	2	
CY	12	15	1	5	6	1	1.219	2	
CY	12	16	2	1	2	2	1.209	2	
CY	12	17	2	1	3	2	1.555	2	
CY	12	18	2	1	4	2	0.898	2	
CY	12	19	2	1	5	2	1.105	2	
CY	12	20	2	1	6	2	1.010	2	
CY	12	21	2	2	3	2	1.081	2	
CY	12	22	2	2	4	2	0.940	2	
CY	12	23	2	2	5	2	1.171	2	
CY	12	24	2	2	6	1	2.305	2	
CY	12	25	2	3	4	2	1.018	2	
CY	12	26	2	3	5	2	1.226	2	
CY	12	27	2	3	6	2	1.025	2	
CY	12	28	2	4	5	1	1.147	2	
CY	12	29	2	4	6	1	1.596	2	
CY	12	30	2	5	6	1	2.018	2	
CY	12	31	3	1	2	2	1.995	2	
CY	12	32	3	1	3	2	1.164	2	
CY	12	33	3	1	4	1	1.114	2	
CY	12	34	3	1	5	1	0.778	2	
CY	12	35	3	1	6	1	1.114	2	
CY	12	36	3	2	3	2	1.002	2	
CY	12	37	3	2	4	2	1.152	2	
CY	12	38	3	2	5	1	0.922	2	
CY	12	39	3	2	6	1	1.202	2	
CY	12	40	3	3	4	1	1.096	2	
CY	12	41	3	3	5	2	1.017	2	
CY	12	42	3	3	6	1	1.147	2	
CY	12	43	3	4	5	1	1.072	2	
CY	12	44	3	4	6	1	1.339	2	
CY	12	45	3	5	6	1	1.746	2	
CY	12	46	4	1	2	2	1.643	2	
CY	12	47	4	1	3	2	0.977	2	
CY	12	48	4	1	4	2	1.082	2	
CY	12	49	4	1	5	1	1.283	2	
CY	12	50	4	1	6	2	1.122	2	
CY	12	51	4	2	3	2	1.594	2	
CY	12	52	4	2	4	2	1.043	2	
CY	12	53	4	2	5	1	1.130	2	
CY	12	54	4	2	6	2	1.249	2	
CY	12	55	4	3	4	2	1.875	2	
CY	12	56	4	3	5	2	0.873	2	
CY	12	57	4	3	6	1	1.011	2	
CY	12	58	4	4	5	1	1.163	2	
CY	12	59	4	4	6	1	1.346	2	
CY	12	60	4	5	6	1	1.409	2	
CB	12	61	1	1	2	2	1.998	2	
CB	12	62	1	1	3	2	0.779	2	
CB	12	63	1	1	4	2	1.954	2	
CB	12	64	1	1	5	2	0.971	2	
CB	12	65	1	1	6	2	1.075	2	
CB	12	66	1	2	3	2	1.419	2	
CB	12	67	1	2	4	2	0.899	2	
CB	12	68	1	2	5	2	0.995	2	
CB	12	69	1	2	6	2	2.354	2	
CB	12	70	1	3	4	2	1.360	2	
CB	12	71	1	3	5	2	0.986	2	
CB	12	72	1	3	6	1	1.954	2	
CB	12	73	1	4	5	2	0.851	2	
CB	12	74	1	4	6	2	2.336	2	
CB	12	75	1	5	6	1	1.010	2	
CB	12	76	2	1	2	2	2.227	2	
CB	12	77	2	1	3	2	0.929	2	
CB	12	78	2	1	4	2	0.994	2	
CB	12	79	2	1	5	2	1.203	2	
CB	12	80	2	1	6	1	2.488	2	
CB	12	81	2	2	3	2	2.371	2	
CB	12	82	2	2	4	2	2.282	2	
CB	12	83	2	2	5	1	1.483	2	
CB	12	84	2	2	6	1	0.971	2	
CB	12	85	2	3	4	2	1.074	2	
CB	12	86	2	3	5	2	1.154	2	
CB	12	87	2	3	6	1	2.386	2	
CB	12	88	2	4	5	1	1.337	2	
CB	12	89	2	4	6	2	1.083	2	
CB	12	90	2	5	6	1	1.985	2	
CB	12	91	3	1	2	1	2.229	2	
CB	12	92	3	1	3	2	1.738	2	
CB	12	93	3	1	4	2	1.507	2	
CB	12	94	3	1	5	2	1.361	2	
CB	12	95	3	1	6	2	1.178	2	
CB	12	96	3	2	3	1	2.650	2	
CB	12	97	3	2	4	2	0.818	2	
CB	12	98	3	2	5	1	1.474	2	
CB	12	99	3	2	6	1	0.890	2	
CB	12	100	3	3	4	1	1.098	2	
CB	12	101	3	3	5	1	1.136	2	
CB	12	102	3	3	6	1	1.738	2	
CB	12	103	3	4	5	1	1.258	2	
CB	12	104	3	4	6	1	2.555	2	
CB	12	105	3	5	6	1	1.889	2	
CB	12	106	4	1	2	2	1.627	2	
CB	12	107	4	1	3	2	2.242	2	
CB	12	108	4	1	4	2	1.449	2	
CB	12	109	4	1	5	2	0.880	2	
CB	12	110	4	1	6	2	1.033	2	
CB	12	111	4	2	3	1	0.860	2	
CB	12	112	4	2	4	2	0.916	2	
CB	12	113	4	2	5	1	0.954	2	
CB	12	114	4	2	6	1	1.100	2	
CB	12	115	4	3	4	2	0.843	2	
CB	12	116	4	3	5	1	1.370	2	
CB	12	117	4	3	6	1	1.089	2	
CB	12	118	4	4	5	1	1.440	2	
CB	12	119	4	4	6	1	1.146	2	
CB	12	120	4	5	6	1	1.330	2	
CY	13	1	1	1	2	2	1.370	2	
CY	13	2	1	1	3	2	1.039	2	
CY	13	3	1	1	4	2	0.794	2	
CY	13	4	1	1	5	1	1.530	2	
CY	13	5	1	1	6	1	2.098	2	
CY	13	6	1	2	3	2	1.002	2	
CY	13	7	1	2	4	2	0.970	2	
CY	13	8	1	2	5	1	2.353	2	
CY	13	9	1	2	6	1	1.331	2	
CY	13	10	1	3	4	1	0.922	2	
CY	13	11	1	3	5	2	1.041	2	
CY	13	12	1	3	6	1	1.289	2	
CY	13	13	1	4	5	1	1.834	2	
CY	13	14	1	4	6	1	1.441	2	
CY	13	15	1	5	6	1	1.121	2	
CY	13	16	2	1	2	2	1.002	2	
CY	13	17	2	1	3	2	1.951	2	
CY	13	18	2	1	4	2	0.960	2	
CY	13	19	2	1	5	2	1.650	2	
CY	13	20	2	1	6	2	1.091	2	
CY	13	21	2	2	3	1	1.434	2	
CY	13	22	2	2	4	2	1.170	2	
CY	13	23	2	2	5	2	3.226	2	
CY	13	24	2	2	6	2	1.072	2	
CY	13	25	2	3	4	2	1.081	2	
CY	13	26	2	3	5	1	0.953	2	
CY	13	27	2	3	6	2	0.882	2	
CY	13	28	2	4	5	1	0.826	2	
CY	13	29	2	4	6	1	2.201	2	
CY	13	30	2	5	6	1	1.186	2	
CY	13	31	3	1	2	2	1.338	2	
CY	13	32	3	1	3	2	1.098	2	
CY	13	33	3	1	4	1	1.133	2	
CY	13	34	3	1	5	1	1.227	2	
CY	13	35	3	1	6	1	1.393	2	
CY	13	36	3	2	3	2	0.929	2	
CY	13	37	3	2	4	2	1.417	2	
CY	13	38	3	2	5	1	1.089	2	
CY	13	39	3	2	6	1	1.130	2	
CY	13	40	3	3	4	1	1.226	2	
CY	13	41	3	3	5	2	0.802	2	
CY	13	42	3	3	6	1	0.931	2	
CY	13	43	3	4	5	1	2.010	2	
CY	13	44	3	4	6	1	1.065	2	
CY	13	45	3	5	6	1	1.513	2	
CY	13	46	4	1	2	2	1.289	2	
CY	13	47	4	1	3	2	1.009	2	
CY	13	48	4	1	4	2	2.409	2	
CY	13	49	4	1	5	2	1.226	2	
CY	13	50	4	1	6	2	1.361	2	
CY	13	51	4	2	3	2	2.993	2	
CY	13	52	4	2	4	2	1.085	2	
CY	13	53	4	2	5	2	0.923	2	
CY	13	54	4	2	6	2	0.864	2	
CY	13	55	4	3	4	2	1.490	2	
CY	13	56	4	3	5	2	2.714	2	
CY	13	57	4	3	6	1	1.563	2	
CY	13	58	4	4	5	2	0.930	2	
CY	13	59	4	4	6	1	1.403	2	
CY	13	60	4	5	6	2	1.034	2	
CB	13	61	1	1	2	2	1.223	2	
CB	13	62	1	1	3	2	1.457	2	
CB	13	63	1	1	4	2	1.682	2	
CB	13	64	1	1	5	2	1.755	2	
CB	13	65	1	1	6	2	1.146	2	
CB	13	66	1	2	3	2	0.970	2	
CB	13	67	1	2	4	2	0.911	2	
CB	13	68	1	2	5	2	0.906	2	
CB	13	69	1	2	6	2	1.153	2	
CB	13	70	1	3	4	2	1.217	2	
CB	13	71	1	3	5	1	1.290	2	
CB	13	72	1	3	6	2	1.776	2	
CB	13	73	1	4	5	1	2.178	2	
CB	13	74	1	4	6	1	0.858	2	
CB	13	75	1	5	6	1	0.947	2	
CB	13	76	2	1	2	1	0.785	2	
CB	13	77	2	1	3	2	0.922	2	
CB	13	78	2	1	4	2	0.983	2	
CB	13	79	2	1	5	2	1.379	2	
CB	13	80	2	1	6	1	1.507	2	
CB	13	81	2	2	3	1	0.906	2	
CB	13	82	2	2	4	2	0.729	2	
CB	13	83	2	2	5	2	1.098	2	
CB	13	84	2	2	6	1	1.930	2	
CB	13	85	2	3	4	2	0.817	2	
CB	13	86	2	3	5	2	1.450	2	
CB	13	87	2	3	6	1	1.545	2	
CB	13	88	2	4	5	1	1.561	2	
CB	13	89	2	4	6	1	1.578	2	
CB	13	90	2	5	6	1	1.872	2	
CB	13	91	3	1	2	1	1.437	2	
CB	13	92	3	1	3	2	1.106	2	
CB	13	93	3	1	4	2	1.241	2	
CB	13	94	3	1	5	2	1.010	2	
CB	13	95	3	1	6	2	0.882	2	
CB	13	96	3	2	3	2	1.175	2	
CB	13	97	3	2	4	1	1.578	2	
CB	13	98	3	2	5	1	1.146	2	
CB	13	99	3	2	6	2	1.024	2	
CB	13	100	3	3	4	2	1.040	2	
CB	13	101	3	3	5	1	0.864	2	
CB	13	102	3	3	6	2	0.962	2	
CB	13	103	3	4	5	2	0.973	2	
CB	13	104	3	4	6	2	1.585	2	
CB	13	105	3	5	6	1	0.800	2	
CB	13	106	4	1	2	2	0.816	2	
CB	13	107	4	1	3	2	1.182	2	
CB	13	108	4	1	4	2	1.058	2	
CB	13	109	4	1	5	2	0.719	2	
CB	13	110	4	1	6	2	1.238	2	
CB	13	111	4	2	3	1	2.065	2	
CB	13	112	4	2	4	2	0.841	2	
CB	13	113	4	2	5	2	1.810	2	
CB	13	114	4	2	6	1	1.378	2	
CB	13	115	4	3	4	2	0.817	2	
CB	13	116	4	3	5	2	0.864	2	
CB	13	117	4	3	6	1	1.954	2	
CB	13	118	4	4	5	1	2.746	2	
CB	13	119	4	4	6	1	1.161	2	
CB	13	120	4	5	6	1	3.137	2	
CY	14	1	1	1	2	2	0.874	2	
CY	14	2	1	1	3	2	0.978	2	
CY	14	3	1	1	4	2	0.862	2	
CY	14	4	1	1	5	1	2.412	2	
CY	14	5	1	1	6	1	1.458	2	
CY	14	6	1	2	3	2	0.778	2	
CY	14	7	1	2	4	1	1.195	2	
CY	14	8	1	2	5	1	4.115	2	
CY	14	9	1	2	6	1	0.763	2	
CY	14	10	1	3	4	1	1.171	2	
CY	14	11	1	3	5	1	1.116	2	
CY	14	12	1	3	6	1	0.939	2	
CY	14	13	1	4	5	1	1.250	2	
CY	14	14	1	4	6	1	1.097	2	
CY	14	15	1	5	6	1	1.420	2	
CY	14	16	2	1	2	1	1.643	2	
CY	14	17	2	1	3	1	1.075	2	
CY	14	18	2	1	4	2	0.907	2	
CY	14	19	2	1	5	2	1.116	2	
CY	14	20	2	1	6	2	2.169	2	
CY	14	21	2	2	3	2	1.507	2	
CY	14	22	2	2	4	2	1.131	2	
CY	14	23	2	2	5	2	1.155	2	
CY	14	24	2	2	6	1	2.272	2	
CY	14	25	2	3	4	1	1.202	2	
CY	14	26	2	3	5	1	0.979	2	
CY	14	27	2	3	6	1	1.388	2	
CY	14	28	2	4	5	2	1.516	2	
CY	14	29	2	4	6	1	1.538	2	
CY	14	30	2	5	6	1	1.627	2	
CY	14	31	3	1	2	2	1.067	2	
CY	14	32	3	1	3	2	0.940	2	
CY	14	33	3	1	4	1	1.042	2	
CY	14	34	3	1	5	1	1.309	2	
CY	14	35	3	1	6	1	1.339	2	
CY	14	36	3	2	3	1	1.249	2	
CY	14	37	3	2	4	2	1.555	2	
CY	14	38	3	2	5	1	1.318	2	
CY	14	39	3	2	6	1	1.019	2	
CY	14	40	3	3	4	1	1.264	2	
CY	14	41	3	3	5	1	1.011	2	
CY	14	42	3	3	6	1	1.323	2	
CY	14	43	3	4	5	1	1.171	2	
CY	14	44	3	4	6	1	1.021	2	
CY	14	45	3	5	6	1	0.955	2	
CY	14	46	4	1	2	2	1.507	2	
CY	14	47	4	1	3	2	1.112	2	
CY	14	48	4	1	4	2	0.931	2	
CY	14	49	4	1	5	2	1.291	2	
CY	14	50	4	1	6	2	0.978	2	
CY	14	51	4	2	3	2	1.707	2	
CY	14	52	4	2	4	2	1.083	2	
CY	14	53	4	2	5	1	1.074	2	
CY	14	54	4	2	6	1	2.619	2	
CY	14	55	4	3	4	2	1.339	2	
CY	14	56	4	3	5	2	0.857	2	
CY	14	57	4	3	6	1	1.082	2	
CY	14	58	4	4	5	1	1.963	2	
CY	14	59	4	4	6	1	1.228	2	
CY	14	60	4	5	6	1	1.659	2	
CB	14	61	1	1	2	2	1.330	2	
CB	14	62	1	1	3	2	0.883	2	
CB	14	63	1	1	4	2	0.843	2	
CB	14	64	1	1	5	2	1.187	2	
CB	14	65	1	1	6	2	1.236	2	
CB	14	66	1	2	3	2	0.962	2	
CB	14	67	1	2	4	2	0.923	2	
CB	14	68	1	2	5	2	1.339	2	
CB	14	69	1	2	6	1	1.372	2	
CB	14	70	1	3	4	1	1.068	2	
CB	14	71	1	3	5	2	1.721	2	
CB	14	72	1	3	6	2	1.827	2	
CB	14	73	1	4	5	2	1.546	2	
CB	14	74	1	4	6	1	1.682	2	
CB	14	75	1	5	6	1	1.404	2	
CB	14	76	2	1	2	2	0.939	2	
CB	14	77	2	1	3	2	0.795	2	
CB	14	78	2	1	4	2	0.995	2	
CB	14	79	2	1	5	2	1.260	2	
CB	14	80	2	1	6	1	2.563	2	
CB	14	81	2	2	3	1	1.131	2	
CB	14	82	2	2	4	2	0.851	2	
CB	14	83	2	2	5	1	0.859	2	
CB	14	84	2	2	6	1	1.083	2	
CB	14	85	2	3	4	2	0.804	2	
CB	14	86	2	3	5	2	0.915	2	
CB	14	87	2	3	6	1	2.059	2	
CB	14	88	2	4	5	1	1.027	2	
CB	14	89	2	4	6	1	1.073	2	
CB	14	90	2	5	6	2	1.707	2	
CB	14	91	3	1	2	1	1.811	2	
CB	14	92	3	1	3	2	1.323	2	
CB	14	93	3	1	4	2	0.971	2	
CB	14	94	3	1	5	2	1.107	2	
CB	14	95	3	1	6	1	0.979	2	
CB	14	96	3	2	3	2	1.011	2	
CB	14	97	3	2	4	2	1.123	2	
CB	14	98	3	2	5	2	0.915	2	
CB	14	99	3	2	6	1	1.908	2	
CB	14	100	3	3	4	2	1.418	2	
CB	14	101	3	3	5	2	1.331	2	
CB	14	102	3	3	6	1	1.267	2	
CB	14	103	3	4	5	1	1.763	2	
CB	14	104	3	4	6	1	1.339	2	
CB	14	105	3	5	6	2	2.138	2	
CB	14	106	4	1	2	1	1.392	2	
CB	14	107	4	1	3	2	1.914	2	
CB	14	108	4	1	4	2	1.443	2	
CB	14	109	4	1	5	2	0.906	2	
CB	14	110	4	1	6	1	1.523	2	
CB	14	111	4	2	3	1	1.315	2	
CB	14	112	4	2	4	1	1.139	2	
CB	14	113	4	2	5	1	1.171	2	
CB	14	114	4	2	6	1	1.075	2	
CB	14	115	4	3	4	2	1.026	2	
CB	14	116	4	3	5	2	1.505	2	
CB	14	117	4	3	6	1	1.475	2	
CB	14	118	4	4	5	1	1.836	2	
CB	14	119	4	4	6	1	1.507	2	
CB	14	120	4	5	6	1	1.217	2	
CY	15	1	1	1	2	2	1.159	3	
CY	15	2	1	1	3	2	1.104	3	
CY	15	3	1	1	4	2	0.879	3	
CY	15	4	1	1	5	1	2.453	3	
CY	15	5	1	1	6	1	0.959	3	
CY	15	6	1	2	3	2	4.409	3	
CY	15	7	1	2	4	1	1.364	3	
CY	15	8	1	2	5	1	2.302	3	
CY	15	9	1	2	6	1	1.862	3	
CY	15	10	1	3	4	1	2.492	3	
CY	15	11	1	3	5	1	1.065	3	
CY	15	12	1	3	6	1	1.064	3	
CY	15	13	1	4	5	1	1.476	3	
CY	15	14	1	4	6	1	1.199	3	
CY	15	15	1	5	6	1	1.716	3	
CY	15	16	2	1	2	2	1.101	3	
CY	15	17	2	1	3	1	1.021	3	
CY	15	18	2	1	4	2	1.147	3	
CY	15	19	2	1	5	1	2.499	3	
CY	15	20	2	1	6	2	3.140	3	
CY	15	21	2	2	3	2	1.172	3	
CY	15	22	2	2	4	2	0.912	3	
CY	15	23	2	2	5	2	1.997	3	
CY	15	24	2	2	6	2	1.881	3	
CY	15	25	2	3	4	2	1.711	3	
CY	15	26	2	3	5	2	1.667	3	
CY	15	27	2	3	6	1	1.226	3	
CY	15	28	2	4	5	1	2.914	3	
CY	15	29	2	4	6	1	2.089	3	
CY	15	30	2	5	6	2	2.546	3	
CY	15	31	3	1	2	2	2.670	3	
CY	15	32	3	1	3	2	1.405	3	
CY	15	33	3	1	4	2	3.007	3	
CY	15	34	3	1	5	1	1.846	3	
CY	15	35	3	1	6	1	1.010	3	
CY	15	36	3	2	3	2	1.859	3	
CY	15	37	3	2	4	1	2.340	3	
CY	15	38	3	2	5	1	1.142	3	
CY	15	39	3	2	6	1	1.188	3	
CY	15	40	3	3	4	1	1.598	3	
CY	15	41	3	3	5	2	1.197	3	
CY	15	42	3	3	6	1	1.029	3	
CY	15	43	3	4	5	1	1.677	3	
CY	15	44	3	4	6	1	1.260	3	
CY	15	45	3	5	6	1	1.970	3	
CY	15	46	4	1	2	2	1.929	3	
CY	15	47	4	1	3	2	1.390	3	
CY	15	48	4	1	4	2	1.349	3	
CY	15	49	4	1	5	2	0.929	3	
CY	15	50	4	1	6	1	1.297	3	
CY	15	51	4	2	3	2	1.823	3	
CY	15	52	4	2	4	2	2.215	3	
CY	15	53	4	2	5	1	2.200	3	
CY	15	54	4	2	6	1	1.244	3	
CY	15	55	4	3	4	2	2.180	3	
CY	15	56	4	3	5	2	1.739	3	
CY	15	57	4	3	6	1	1.335	3	
CY	15	58	4	4	5	1	1.847	3	
CY	15	59	4	4	6	1	1.108	3	
CY	15	60	4	5	6	1	2.219	3	
CB	15	61	1	1	2	2	0.908	3	
CB	15	62	1	1	3	2	2.105	3	
CB	15	63	1	1	4	2	1.809	3	
CB	15	64	1	1	5	2	2.626	3	
CB	15	65	1	1	6	2	0.990	3	
CB	15	66	1	2	3	2	1.120	3	
CB	15	67	1	2	4	2	0.842	3	
CB	15	68	1	2	5	2	1.289	3	
CB	15	69	1	2	6	1	1.695	3	
CB	15	70	1	3	4	2	2.463	3	
CB	15	71	1	3	5	1	1.434	3	
CB	15	72	1	3	6	2	1.050	3	
CB	15	73	1	4	5	1	1.242	3	
CB	15	74	1	4	6	1	1.882	3	
CB	15	75	1	5	6	1	1.687	3	
CB	15	76	2	1	2	2	2.319	3	
CB	15	77	2	1	3	2	1.144	3	
CB	15	78	2	1	4	2	0.986	3	
CB	15	79	2	1	5	2	1.235	3	
CB	15	80	2	1	6	1	2.442	3	
CB	15	81	2	2	3	2	1.348	3	
CB	15	82	2	2	4	2	0.824	3	
CB	15	83	2	2	5	1	1.983	3	
CB	15	84	2	2	6	1	3.906	3	
CB	15	85	2	3	4	2	1.632	3	
CB	15	86	2	3	5	1	0.927	3	
CB	15	87	2	3	6	1	0.962	3	
CB	15	88	2	4	5	1	1.631	3	
CB	15	89	2	4	6	1	1.095	3	
CB	15	90	2	5	6	1	1.572	3	
CB	15	91	3	1	2	1	1.791	3	
CB	15	92	3	1	3	2	1.201	3	
CB	15	93	3	1	4	2	2.485	3	
CB	15	94	3	1	5	1	2.743	3	
CB	15	95	3	1	6	2	0.978	3	
CB	15	96	3	2	3	2	1.123	3	
CB	15	97	3	2	4	1	2.268	3	
CB	15	98	3	2	5	1	1.792	3	
CB	15	99	3	2	6	1	2.357	3	
CB	15	100	3	3	4	1	1.264	3	
CB	15	101	3	3	5	1	3.705	3	
CB	15	102	3	3	6	1	1.250	3	
CB	15	103	3	4	5	2	2.010	3	
CB	15	104	3	4	6	1	7.603	3	
CB	15	105	3	5	6	1	1.061	3	
CB	15	106	4	1	2	2	2.685	3	
CB	15	107	4	1	3	2	1.139	3	
CB	15	108	4	1	4	2	1.257	3	
CB	15	109	4	1	5	2	0.924	3	
CB	15	110	4	1	6	1	2.135	3	
CB	15	111	4	2	3	2	1.126	3	
CB	15	112	4	2	4	2	0.980	3	
CB	15	113	4	2	5	1	1.027	3	
CB	15	114	4	2	6	1	1.469	3	
CB	15	115	4	3	4	2	2.061	3	
CB	15	116	4	3	5	1	1.551	3	
CB	15	117	4	3	6	1	0.999	3	
CB	15	118	4	4	5	2	1.393	3	
CB	15	119	4	4	6	1	1.082	3	
CB	15	120	4	5	6	2	2.909	3	
CY	16	1	1	1	2	2	1.347	3	
CY	16	2	1	1	3	2	0.947	3	
CY	16	3	1	1	4	2	1.019	3	
CY	16	4	1	1	5	2	1.156	3	
CY	16	5	1	1	6	1	1.872	3	
CY	16	6	1	2	3	2	6.867	3	
CY	16	7	1	2	4	2	0.906	3	
CY	16	8	1	2	5	1	1.261	3	
CY	16	9	1	2	6	1	1.204	3	
CY	16	10	1	3	4	2	1.129	3	
CY	16	11	1	3	5	1	1.340	3	
CY	16	12	1	3	6	1	1.197	3	
CY	16	13	1	4	5	1	3.079	3	
CY	16	14	1	4	6	1	1.157	3	
CY	16	15	1	5	6	1	1.331	3	
CY	16	16	2	1	2	1	2.454	3	
CY	16	17	2	1	3	2	2.204	3	
CY	16	18	2	1	4	2	3.526	3	
CY	16	19	2	1	5	1	2.364	3	
CY	16	20	2	1	6	1	2.005	3	
CY	16	21	2	2	3	2	1.059	3	
CY	16	22	2	2	4	2	2.154	3	
CY	16	23	2	2	5	1	1.597	3	
CY	16	24	2	2	6	1	2.210	3	
CY	16	25	2	3	4	2	2.658	3	
CY	16	26	2	3	5	1	1.954	3	
CY	16	27	2	3	6	2	1.736	3	
CY	16	28	2	4	5	2	2.333	3	
CY	16	29	2	4	6	1	1.976	3	
CY	16	30	2	5	6	1	2.099	3	
CY	16	31	3	1	2	2	2.193	3	
CY	16	32	3	1	3	1	1.792	3	
CY	16	33	3	1	4	1	1.330	3	
CY	16	34	3	1	5	1	2.986	3	
CY	16	35	3	1	6	1	1.003	3	
CY	16	36	3	2	3	1	1.315	3	
CY	16	37	3	2	4	2	1.596	3	
CY	16	38	3	2	5	1	1.108	3	
CY	16	39	3	2	6	1	0.939	3	
CY	16	40	3	3	4	1	1.198	3	
CY	16	41	3	3	5	1	1.824	3	
CY	16	42	3	3	6	1	1.146	3	
CY	16	43	3	4	5	1	1.259	3	
CY	16	44	3	4	6	1	1.230	3	
CY	16	45	3	5	6	1	1.347	3	
CY	16	46	4	1	2	2	1.858	3	
CY	16	47	4	1	3	2	0.985	3	
CY	16	48	4	1	4	2	2.349	3	
CY	16	49	4	1	5	2	1.150	3	
CY	16	50	4	1	6	2	0.955	3	
CY	16	51	4	2	3	2	2.407	3	
CY	16	52	4	2	4	2	1.970	3	
CY	16	53	4	2	5	1	2.834	3	
CY	16	54	4	2	6	1	1.394	3	
CY	16	55	4	3	4	2	1.690	3	
CY	16	56	4	3	5	1	3.060	3	
CY	16	57	4	3	6	1	1.000	3	
CY	16	58	4	4	5	1	1.415	3	
CY	16	59	4	4	6	1	1.010	3	
CY	16	60	4	5	6	1	1.420	3	
CB	16	61	1	1	2	2	1.175	3	
CB	16	62	1	1	3	2	1.349	3	
CB	16	63	1	1	4	2	1.669	3	
CB	16	64	1	1	5	2	0.960	3	
CB	16	65	1	1	6	1	5.149	3	
CB	16	66	1	2	3	2	1.703	3	
CB	16	67	1	2	4	2	0.903	3	
CB	16	68	1	2	5	2	0.860	3	
CB	16	69	1	2	6	2	2.162	3	
CB	16	70	1	3	4	1	1.167	3	
CB	16	71	1	3	5	1	1.682	3	
CB	16	72	1	3	6	2	1.066	3	
CB	16	73	1	4	5	2	3.569	3	
CB	16	74	1	4	6	1	1.733	3	
CB	16	75	1	5	6	1	1.646	3	
CB	16	76	2	1	2	2	1.395	3	
CB	16	77	2	1	3	2	1.186	3	
CB	16	78	2	1	4	2	0.980	3	
CB	16	79	2	1	5	2	1.148	3	
CB	16	80	2	1	6	1	1.516	3	
CB	16	81	2	2	3	2	1.568	3	
CB	16	82	2	2	4	1	1.803	3	
CB	16	83	2	2	5	1	1.010	3	
CB	16	84	2	2	6	1	1.117	3	
CB	16	85	2	3	4	1	1.629	3	
CB	16	86	2	3	5	2	1.236	3	
CB	16	87	2	3	6	1	1.779	3	
CB	16	88	2	4	5	1	2.239	3	
CB	16	89	2	4	6	1	1.177	3	
CB	16	90	2	5	6	1	1.934	3	
CB	16	91	3	1	2	1	0.795	3	
CB	16	92	3	1	3	2	1.866	3	
CB	16	93	3	1	4	2	2.537	3	
CB	16	94	3	1	5	2	2.268	3	
CB	16	95	3	1	6	1	4.185	3	
